".model","date","value","real.value"
"prophet0",2015 W42,N(0.0047, 0.00013),NA
"prophet0",2015 W43,N(-0.0033, 0.00016),NA
"prophet0",2015 W44,N(-0.1, 0.00034),NA
"prophet0",2015 W45,N(-0.13, 2e-04),NA
"prophet0",2015 W46,N(-0.29, 0.00023),NA
"prophet0",2015 W47,N(-0.38, 0.00018),NA
"prophet0",2015 W48,N(-0.42, 0.00017),NA
"prophet0",2015 W49,N(-0.39, 0.00029),NA
"prophet0",2015 W50,N(-0.29, 0.00014),NA
"prophet0",2015 W51,N(-0.17, 0.00022),NA
"prophet0",2015 W52,N(-0.11, 2e-04),NA
"prophet0",2015 W53,N(-0.26, 0.00019),NA
"prophet0",2016 W01,N(-0.45, 0.00014),NA
"prophet0",2016 W02,N(0.045, 0.00021),NA
"prophet0",2016 W03,N(0.073, 0.00035),NA
"prophet0",2016 W04,N(0.095, 0.00016),NA
"prophet0",2016 W05,N(0.089, 0.00019),NA
"prophet0",2016 W06,N(0.097, 0.00017),NA
"prophet0",2016 W07,N(0.05, 0.00012),NA
"prophet0",2016 W08,N(-0.13, 3e-04),NA
"prophet0",2016 W09,N(0.048, 0.00035),NA
"prophet0",2016 W10,N(0.12, 0.00023),NA
"prophet0",2016 W11,N(0.15, 2e-04),NA
"prophet0",2016 W12,N(0.091, 0.00023),NA
"prophet0",2016 W13,N(0.19, 2e-04),NA
"prophet0",2016 W14,N(0.046, 0.00047),NA
"prophet0",2016 W15,N(-0.0078, 0.00018),NA
"prophet0",2016 W16,N(0.018, 0.00018),NA
"prophet0",2016 W17,N(-0.019, 0.00021),NA
"prophet0",2016 W18,N(-0.07, 3e-04),NA
"prophet0",2016 W19,N(-0.15, 0.00016),NA
"prophet0",2016 W20,N(-0.14, 0.00013),NA
"prophet0",2016 W21,N(-0.2, 0.00016),NA
"prophet0",2016 W22,N(-0.18, 0.00031),0.12709881024877
"prophet0",2016 W23,N(-0.18, 0.00022),0.109707100056514
"prophet0",2016 W24,N(-0.14, 0.00024),0.0831422560490606
"prophet0",2016 W25,N(-0.083, 0.00026),0.0644027873392641
"prophet0",2016 W26,N(-0.0084, 0.00022),NA
"prophet3",2011 W12,N(0.16, 0.0014),0.170421241462925
"prophet3",2011 W13,N(0.17, 0.0011),0.20245611101795
"prophet3",2011 W14,N(0.16, 0.00096),0.196798940276219
"prophet3",2011 W15,N(0.15, 0.00088),0.201369319856937
"prophet3",2011 W16,N(0.14, 0.00047),0.223737405533966
"prophet3",2011 W17,N(0.14, 0.00073),0.0921066290449798
"prophet3",2011 W18,N(0.076, 0.0012),0.100323410945164
"prophet3",2011 W19,N(0.049, 0.00087),0.0211877816945155
"prophet3",2011 W20,N(-0.012, 0.00099),-0.0411108128204041
"prophet3",2011 W21,N(-0.057, 0.0012),-0.112573016224349
"prophet3",2011 W22,N(-0.019, 0.0011),-0.175243008201598
"prophet3",2011 W23,N(-0.16, 0.0027),-0.158538226584958
"prophet3",2011 W24,N(-0.21, 0.0015),-0.261903421061703
"prophet3",2011 W25,N(-0.24, 0.0013),-0.23932900719564
"prophet3",2011 W26,N(-0.26, 0.0014),-0.17320822308331
"prophet3",2011 W27,N(-0.28, 0.002),-0.268603722292848
"prophet3",2011 W28,N(-0.28, 0.0026),-0.241293976847068
"prophet3",2011 W29,N(-0.28, 0.0019),-0.213984231401288
"prophet3",2011 W30,N(-0.24, 0.0014),-0.186674485955508
"prophet3",2011 W31,N(-0.21, 0.0017),-0.159364740509728
"prophet3",2011 W32,N(-0.19, 0.0013),-0.183757631759584
"prophet3",2011 W33,N(-0.12, 0.001),-0.0860165761416655
"prophet3",2011 W34,N(-0.074, 0.0017),-0.0482535213265409
"prophet3",2011 W35,N(-0.028, 0.0018),-0.0104904665114162
"prophet3",2011 W36,N(0.019, 0.0016),0.0768561978518824
"prophet3",2011 W37,N(0.084, 0.0014),0.187805387003342
"prophet3",2011 W38,N(0.1, 0.0016),0.176866029077373
"prophet3",2011 W39,N(0.17, 0.0016),0.165926671151405
"prophet3",2011 W40,N(0.19, 0.0013),0.21727673587429
"prophet3",2011 W41,N(0.21, 0.0011),0.197381050107573
"prophet3",2011 W42,N(0.2, 0.0014),0.206767109976615
"prophet3",2011 W43,N(0.23, 0.0023),0.216153169845657
"prophet3",2011 W44,N(0.2, 0.0013),0.225539229714699
"prophet3",2011 W45,N(0.2, 0.0015),0.107602788315728
"prophet3",2011 W46,N(0.17, 0.0018),0.0561361142764365
"prophet3",2011 W47,N(0.12, 0.0015),0.0878003268110699
"prophet3",2011 W48,N(0.087, 0.001),0.137035305834948
"prophet3",2011 W49,N(0.042, 0.0028),0.0602208601847006
"prophet3",2011 W50,N(-0.0084, 0.0011),-0.0165935854655463
"prophet3",2011 W51,N(-0.052, 0.00078),-0.0934080311157933
"prophet3",2011 W52,N(-0.089, 0.0011),-0.102093219186507
"prophet3",2012 W01,N(-0.12, 0.00089),-0.0787792907557466
"prophet3",2012 W02,N(-0.13, 0.0012),-0.122818569345878
"prophet3",2012 W03,N(-0.13, 0.0011),-0.143831569054332
"prophet3",2012 W04,N(-0.14, 0.00074),-0.159596040944818
"prophet3",2012 W05,N(-0.12, 0.0018),-0.173449121438459
"prophet3",2012 W06,N(-0.086, 0.00077),-0.121121155604005
"prophet3",2012 W07,N(-0.06, 0.0012),-0.090761471983565
"prophet3",2012 W08,N(-0.018, 0.00099),-0.0438267128716779
"prophet3",2012 W09,N(0.023, 0.00066),0.0311211354282356
"prophet3",2012 W10,N(0.059, 0.00094),0.0322748252179948
"prophet3",2012 W11,N(0.069, 0.00075),0.0899284281469168
"prophet3",2012 W12,N(0.089, 0.00097),0.04687840638853
"prophet3",2012 W13,N(0.12, 0.0011),0.0709298163005958
"prophet3",2012 W14,N(0.11, 0.0012),0.0530251635966672
"prophet3",2012 W15,N(0.1, 0.0019),0.049114342553627
"prophet3",2012 W16,N(0.11, 0.0012),-0.0243947567795416
"prophet3",2012 W17,N(0.088, 0.001),0.0618913117569267
"prophet3",2012 W18,N(0.069, 0.0014),-0.0335902425204515
"prophet3",2012 W19,N(0.013, 0.0014),NA
"prophet3",2012 W20,N(-0.038, 0.0011),NA
"prophet3",2012 W21,N(-0.073, 0.002),NA
"prophet3",2012 W22,N(-0.1, 0.00068),-0.135929805701357
"prophet3",2012 W23,N(-0.13, 0.0019),-0.104985760441589
"prophet3",2012 W24,N(-0.15, 0.00067),-0.131259426436935
"prophet3",2012 W25,N(-0.22, 0.00082),-0.0707188124101654
"prophet3",2012 W26,N(-0.23, 0.00072),-0.0229521919456048
"prophet3",2012 W27,N(-0.26, 0.0015),NA
"prophet3",2012 W28,N(-0.25, 0.0021),NA
"prophet3",2012 W29,N(-0.28, 0.0014),NA
"prophet3",2012 W30,N(-0.24, 0.0024),NA
"prophet3",2012 W31,N(-0.21, 0.0013),NA
"prophet3",2012 W32,N(-0.18, 0.0019),NA
"prophet3",2012 W33,N(-0.12, 0.0018),NA
"prophet3",2012 W34,N(-0.081, 0.00099),NA
"prophet3",2012 W35,N(-0.038, 0.00089),NA
"prophet3",2012 W36,N(0.026, 0.0011),NA
"prophet3",2012 W37,N(0.071, 0.0017),NA
"prophet3",2012 W38,N(0.092, 0.0014),NA
"prophet3",2012 W39,N(0.15, 0.00091),NA
"prophet3",2012 W40,N(0.2, 0.0014),NA
"prophet3",2012 W41,N(0.22, 0.00094),NA
"prophet3",2012 W42,N(0.21, 0.001),NA
"prophet3",2012 W43,N(0.23, 0.0014),NA
"prophet3",2012 W44,N(0.21, 0.0028),NA
"prophet3",2012 W45,N(0.2, 0.0017),NA
"prophet3",2012 W46,N(0.19, 0.00067),NA
"prophet3",2012 W47,N(0.12, 0.0011),NA
"prophet3",2012 W48,N(0.068, 0.0012),NA
"prophet3",2012 W49,N(0.034, 0.002),NA
"prophet3",2012 W50,N(-0.002, 0.0013),NA
"prophet3",2012 W51,N(-0.07, 0.001),NA
"prophet3",2012 W52,N(-0.088, 0.0016),NA
"prophet3",2013 W01,N(-0.11, 0.0013),NA
"prophet3",2013 W02,N(-0.11, 0.0013),NA
"prophet3",2013 W03,N(-0.13, 0.0014),NA
"prophet3",2013 W04,N(-0.11, 0.0016),NA
"prophet3",2013 W05,N(-0.15, 0.0012),NA
"prophet3",2013 W06,N(-0.1, 0.0017),NA
"prophet3",2013 W07,N(-0.073, 0.00075),NA
"prophet3",2013 W08,N(-0.042, 0.0016),NA
"prophet3",2013 W09,N(0.016, 0.0017),NA
"prophet3",2013 W10,N(0.024, 0.0016),NA
"prophet3",2013 W11,N(0.055, 0.001),NA
"prophet3",2013 W12,N(0.1, 0.0018),NA
"prophet3",2013 W13,N(0.16, 0.0012),NA
"prophet3",2013 W14,N(0.14, 0.0015),NA
"prophet3",2013 W15,N(0.1, 0.0013),NA
"prophet3",2013 W16,N(0.11, 0.0018),NA
"prophet3",2013 W17,N(0.099, 0.0017),NA
"prophet3",2013 W18,N(0.058, 0.00094),NA
"prophet3",2013 W19,N(0.021, 0.0014),NA
"prophet3",2013 W20,N(-3.9e-05, 0.0012),NA
"prophet3",2013 W21,N(-0.076, 9e-04),NA
"prophet3",2013 W22,N(-0.12, 0.0014),NA
"prophet3",2013 W23,N(-0.15, 0.00094),-0.0201566196407241
"prophet3",2013 W24,N(-0.19, 0.00066),-0.0793166774414136
"prophet3",2013 W25,N(-0.23, 0.00051),-0.0563043749379524
"prophet3",2013 W26,N(-0.27, 0.001),0.0131522885477721
"prophet3",2013 W27,N(-0.29, 0.002),NA
"prophet3",2013 W28,N(-0.26, 0.0022),NA
"prophet3",2013 W29,N(-0.25, 0.0021),NA
"prophet3",2013 W30,N(-0.26, 0.00095),NA
"prophet3",2013 W31,N(-0.22, 0.0012),NA
"prophet3",2013 W32,N(-0.2, 0.00098),NA
"prophet3",2013 W33,N(-0.13, 0.002),NA
"prophet3",2013 W34,N(-0.12, 0.0019),NA
"prophet3",2013 W35,N(-0.05, 0.00086),NA
"prophet3",2013 W36,N(6e-04, 0.0016),NA
"prophet3",2013 W37,N(0.042, 0.001),NA
"prophet3",2013 W38,N(0.097, 0.0022),NA
"prophet3",2013 W39,N(0.15, 0.00092),NA
"prophet3",2013 W40,N(0.19, 0.00069),NA
"prophet3",2013 W41,N(0.2, 0.0016),NA
"prophet3",2013 W42,N(0.22, 0.0017),NA
"prophet3",2013 W43,N(0.22, 0.0016),NA
"prophet3",2013 W44,N(0.21, 0.0021),NA
"prophet3",2013 W45,N(0.18, 0.00075),NA
"prophet3",2013 W46,N(0.15, 0.0022),NA
"prophet3",2013 W47,N(0.12, 0.0016),NA
"prophet3",2013 W48,N(0.086, 0.0022),NA
"prophet3",2013 W49,N(0.034, 9e-04),NA
"prophet3",2013 W50,N(-0.0056, 0.0015),NA
"prophet3",2013 W51,N(-0.069, 0.0012),NA
"prophet3",2013 W52,N(-0.1, 0.0022),NA
"prophet3",2014 W01,N(-0.13, 0.0017),NA
"prophet3",2014 W02,N(-0.14, 0.0026),NA
"prophet3",2014 W03,N(-0.14, 0.0016),NA
"prophet3",2014 W04,N(-0.17, 0.0018),NA
"prophet3",2014 W05,N(-0.16, 0.0016),NA
"prophet3",2014 W06,N(-0.13, 0.0014),NA
"prophet3",2014 W07,N(-0.11, 0.0019),NA
"prophet3",2014 W08,N(-0.068, 0.0012),NA
"prophet3",2014 W09,N(-0.034, 0.0028),NA
"prophet3",2014 W10,N(-0.011, 0.0013),NA
"prophet3",2014 W11,N(0.091, 0.00092),NA
"prophet3",2014 W12,N(0.11, 0.00086),NA
"prophet3",2014 W13,N(0.13, 0.0019),NA
"prophet3",2014 W14,N(0.13, 0.0013),NA
"prophet3",2014 W15,N(0.15, 0.0016),NA
"prophet3",2014 W16,N(0.15, 0.0017),NA
"prophet3",2014 W17,N(0.14, 0.0011),NA
"prophet3",2014 W18,N(0.092, 0.0017),NA
"prophet3",2014 W19,N(0.073, 0.00089),NA
"prophet3",2014 W20,N(0.028, 0.0016),NA
"prophet3",2014 W21,N(-4.4e-05, 0.0014),NA
"prophet3",2014 W22,N(-0.07, 0.00077),NA
"prophet3",2014 W23,N(-0.14, 0.001),-0.086170945158167
"prophet3",2014 W24,N(-0.19, 0.0016),-0.0304516123961365
"prophet3",2014 W25,N(-0.2, 0.0012),-0.0448417845009534
"prophet3",2014 W26,N(-0.25, 0.0012),-0.0763535297291356
"prophet3",2014 W27,N(-0.26, 0.00074),NA
"prophet3",2014 W28,N(-0.26, 0.0014),NA
"prophet3",2014 W29,N(-0.27, 0.0015),NA
"prophet3",2014 W30,N(-0.23, 0.0011),NA
"prophet3",2014 W31,N(-0.2, 0.0025),NA
"prophet3",2014 W32,N(-0.17, 0.001),NA
"prophet3",2014 W33,N(-0.14, 0.0022),NA
"prophet3",2014 W34,N(-0.1, 0.0014),NA
"prophet3",2014 W35,N(-0.018, 0.0015),NA
"prophet3",2014 W36,N(0.08, 0.0012),NA
"prophet3",2014 W37,N(0.11, 0.0013),NA
"prophet3",2014 W38,N(0.13, 0.00051),NA
"prophet3",2014 W39,N(0.2, 0.001),NA
"prophet3",2014 W40,N(0.22, 0.0014),NA
"prophet3",2014 W41,N(0.21, 0.0024),NA
"prophet3",2014 W42,N(0.26, 0.0015),NA
"prophet3",2014 W43,N(0.26, 0.0013),NA
"prophet3",2014 W44,N(0.26, 0.0014),NA
"prophet3",2014 W45,N(0.22, 0.0013),NA
"prophet3",2014 W46,N(0.26, 0.0014),NA
"prophet3",2014 W47,N(0.18, 0.0011),NA
"prophet3",2014 W48,N(0.16, 0.00083),NA
"prophet3",2014 W49,N(0.1, 7e-04),NA
"prophet3",2014 W50,N(0.068, 0.0022),NA
"prophet3",2014 W51,N(-1.4e-05, 0.0011),NA
"prophet3",2014 W52,N(-0.024, 0.00078),NA
"prophet3",2015 W01,N(-0.046, 0.002),NA
"prophet3",2015 W02,N(-0.06, 0.002),NA
"prophet3",2015 W03,N(-0.073, 0.00097),NA
"prophet3",2015 W04,N(-0.073, 0.0012),NA
"prophet3",2015 W05,N(-0.056, 0.0011),NA
"prophet3",2015 W06,N(-0.033, 0.00073),NA
"prophet3",2015 W07,N(-0.026, 0.0016),NA
"prophet3",2015 W08,N(0.048, 0.00088),NA
"prophet3",2015 W09,N(0.068, 0.00058),NA
"prophet3",2015 W10,N(0.11, 0.00085),NA
"prophet3",2015 W11,N(0.16, 0.0012),NA
"prophet3",2015 W12,N(0.19, 6e-04),NA
"prophet3",2015 W13,N(0.25, 0.00084),NA
"prophet3",2015 W14,N(0.21, 0.00076),NA
"prophet3",2015 W15,N(0.21, 0.0012),NA
"prophet3",2015 W16,N(0.22, 0.0017),NA
"prophet3",2015 W17,N(0.19, 0.00058),NA
"prophet3",2015 W18,N(0.18, 0.00095),NA
"prophet3",2015 W19,N(0.15, 0.00083),NA
"prophet3",2015 W20,N(0.11, 0.00096),NA
"prophet3",2015 W21,N(0.062, 0.001),NA
"prophet3",2015 W22,N(-0.011, 0.00076),NA
"prophet3",2015 W23,N(-0.078, 0.0012),-0.0492630759046247
"prophet3",2015 W24,N(-0.093, 0.0018),-0.056684683819094
"prophet3",2015 W25,N(-0.11, 0.0014),-0.10166989915534
"prophet3",2015 W26,N(-0.15, 0.00031),-0.0426230539259749
"prophet3",2015 W27,N(-0.18, 0.0013),NA
"prophet3",2015 W28,N(-0.19, 0.0015),NA
"prophet3",2015 W29,N(-0.19, 0.0012),NA
"prophet3",2015 W30,N(-0.16, 0.0014),NA
"prophet3",2015 W31,N(-0.14, 0.0014),NA
"prophet3",2015 W32,N(-0.12, 0.0014),NA
"prophet3",2015 W33,N(-0.08, 0.00062),NA
"prophet3",2015 W34,N(-0.022, 0.0019),NA
"prophet3",2015 W35,N(0.02, 0.0013),NA
"prophet3",2015 W36,N(0.074, 0.0017),NA
"prophet3",2015 W37,N(0.17, 0.0018),NA
"prophet3",2015 W38,N(0.18, 0.0017),NA
"prophet3",2015 W39,N(0.24, 0.0016),NA
"prophet3",2015 W40,N(0.28, 0.0013),NA
"prophet3",2015 W41,N(0.29, 0.00085),NA
"prophet3",2015 W42,N(0.3, 0.0019),NA
"prophet3",2015 W43,N(0.29, 0.0018),NA
"prophet3",2015 W44,N(0.33, 0.002),NA
"prophet3",2015 W45,N(0.3, 0.0012),NA
"prophet3",2015 W46,N(0.28, 0.0012),NA
"prophet3",2015 W47,N(0.24, 0.001),NA
"prophet3",2015 W48,N(0.19, 0.00068),NA
"prophet3",2015 W49,N(0.15, 0.002),NA
"prophet3",2015 W50,N(0.1, 0.0013),NA
"prophet3",2015 W51,N(0.039, 0.0014),NA
"prophet3",2015 W52,N(0.025, 0.00081),NA
"prophet3",2015 W53,N(0.2, 0.0013),NA
"prophet3",2016 W01,N(0.34, 0.0014),NA
"prophet3",2016 W02,N(-0.029, 0.001),NA
"prophet3",2016 W03,N(-0.042, 0.0012),NA
"prophet3",2016 W04,N(-0.029, 0.001),NA
"prophet3",2016 W05,N(-0.0013, 0.0018),NA
"prophet3",2016 W06,N(-0.0076, 0.0012),NA
"prophet3",2016 W07,N(0.035, 0.00089),NA
"prophet3",2016 W08,N(0.12, 0.0015),NA
"prophet3",2016 W09,N(0.14, 0.0019),NA
"prophet3",2016 W10,N(0.15, 0.0024),NA
"prophet3",2016 W11,N(0.18, 0.0016),NA
"prophet3",2016 W12,N(0.22, 0.00068),NA
"prophet3",2016 W13,N(0.18, 0.0017),NA
"prophet3",2016 W14,N(0.22, 0.00091),NA
"prophet3",2016 W15,N(0.24, 0.00074),NA
"prophet3",2016 W16,N(0.25, 0.002),NA
"prophet3",2016 W17,N(0.19, 0.0014),NA
"prophet3",2016 W18,N(0.16, 0.0014),NA
"prophet3",2016 W19,N(0.12, 0.00079),NA
"prophet3",2016 W20,N(0.044, 0.0011),NA
"prophet3",2016 W21,N(0.024, 0.0013),NA
"prophet3",2016 W22,N(-0.052, 0.001),-0.0318207277442308
"prophet3",2016 W23,N(-0.099, 0.00097),0.000556825599772574
"prophet3",2016 W24,N(-0.15, 0.0011),-0.0729195202626488
"prophet3",2016 W25,N(-0.12, 0.00087),-0.107151204068743
"prophet3",2016 W26,N(-0.18, 0.0021),NA
"prophet4",2011 W12,N(0.06, 0.00086),0.160868911409742
"prophet4",2011 W13,N(0.091, 0.0023),0.239207791020724
"prophet4",2011 W14,N(0.057, 0.0018),0.167040282788137
"prophet4",2011 W15,N(0.11, 0.0015),0.179403111799967
"prophet4",2011 W16,N(0.16, 0.0014),0.186343015272137
"prophet4",2011 W17,N(0.19, 0.002),0.158251002853246
"prophet4",2011 W18,N(0.2, 0.0015),0.173518769780246
"prophet4",2011 W19,N(0.23, 0.002),0.0953815249963872
"prophet4",2011 W20,N(0.12, 0.0016),0.0572821793340604
"prophet4",2011 W21,N(0.092, 0.0011),0.0840763905915761
"prophet4",2011 W22,N(0.14, 0.0011),0.0304042200937018
"prophet4",2011 W23,N(0.041, 0.0013),0.0307231811657424
"prophet4",2011 W24,N(-0.037, 0.0017),-0.0487523495651159
"prophet4",2011 W25,N(-0.036, 0.0012),0.0237111146686018
"prophet4",2011 W26,N(-0.073, 0.0011),-0.00692882779563946
"prophet4",2011 W27,N(-0.11, 0.0012),-0.105375670263189
"prophet4",2011 W28,N(-0.12, 0.0012),-0.0929585106152388
"prophet4",2011 W29,N(-0.12, 0.0011),-0.0805413509672884
"prophet4",2011 W30,N(-0.12, 0.0013),-0.0681241913193379
"prophet4",2011 W31,N(-0.12, 0.0018),-0.0557070316713875
"prophet4",2011 W32,N(-0.17, 0.0013),-0.113496856602967
"prophet4",2011 W33,N(-0.2, 0.0024),-0.13681097652061
"prophet4",2011 W34,N(-0.2, 0.0013),-0.183571837222628
"prophet4",2011 W35,N(-0.25, 0.0023),-0.230332697924645
"prophet4",2011 W36,N(-0.22, 0.0013),-0.125364126200038
"prophet4",2011 W37,N(-0.23, 0.00071),-0.169091485476777
"prophet4",2011 W38,N(-0.22, 0.00051),-0.16766463844949
"prophet4",2011 W39,N(-0.18, 0.001),-0.166237791422202
"prophet4",2011 W40,N(-0.13, 0.0013),-0.0631171649079897
"prophet4",2011 W41,N(-0.1, 0.00083),-0.0371414321000324
"prophet4",2011 W42,N(0.037, 0.0015),0.011068625573155
"prophet4",2011 W43,N(0.11, 0.0011),0.0592786832463424
"prophet4",2011 W44,N(0.21, 0.0012),0.10748874091953
"prophet4",2011 W45,N(0.28, 0.0018),0.0825107766503047
"prophet4",2011 W46,N(0.24, 0.001),0.30935698406326
"prophet4",2011 W47,N(0.23, 0.0016),0.333175101894556
"prophet4",2011 W48,N(0.24, 0.0013),0.334816688756011
"prophet4",2011 W49,N(0.17, 0.0012),0.246197471272673
"prophet4",2011 W50,N(0.16, 0.0011),0.157578253789335
"prophet4",2011 W51,N(0.059, 0.0013),0.068959036305997
"prophet4",2011 W52,N(0.03, 0.0013),0.026369789168497
"prophet4",2012 W01,N(0.026, 0.0015),0.0112456927270372
"prophet4",2012 W02,N(-0.02, 0.0017),-0.0446967046561569
"prophet4",2012 W03,N(-0.097, 0.0015),-0.117062583528625
"prophet4",2012 W04,N(-0.11, 0.0011),-0.0984988941282665
"prophet4",2012 W05,N(-0.16, 0.00083),-0.102066525422012
"prophet4",2012 W06,N(-0.12, 0.0013),-0.168400031672454
"prophet4",2012 W07,N(-0.16, 0.0017),-0.210240857843212
"prophet4",2012 W08,N(-0.13, 0.0012),-0.116019118303037
"prophet4",2012 W09,N(-0.15, 0.0015),-0.106206519224645
"prophet4",2012 W10,N(-0.11, 0.0014),-0.122143157230342
"prophet4",2012 W11,N(-0.084, 0.0014),-0.122776200134519
"prophet4",2012 W12,N(-0.065, 0.0018),-0.124952190084159
"prophet4",2012 W13,N(-0.006, 0.00095),-0.0410314849720473
"prophet4",2012 W14,N(0.029, 0.0012),0.068169760505058
"prophet4",2012 W15,N(0.017, 0.00091),0.0139724970161737
"prophet4",2012 W16,N(0.05, 0.0017),0.0276478681058806
"prophet4",2012 W17,N(0.08, 0.0011),0.0583912855900748
"prophet4",2012 W18,N(0.14, 0.0018),0.0801676215536229
"prophet4",2012 W19,N(0.11, 0.0013),NA
"prophet4",2012 W20,N(0.11, 0.0011),NA
"prophet4",2012 W21,N(0.09, 0.0021),NA
"prophet4",2012 W22,N(0.026, 0.0011),0.035822056272221
"prophet4",2012 W23,N(0.082, 0.0012),-0.0152635536932739
"prophet4",2012 W24,N(0.03, 0.0013),0.00889896969448676
"prophet4",2012 W25,N(-0.0061, 0.0012),-0.00675196534957804
"prophet4",2012 W26,N(-0.036, 0.0013),-0.0758792961792457
"prophet4",2012 W27,N(-0.064, 0.00073),NA
"prophet4",2012 W28,N(-0.076, 0.0015),NA
"prophet4",2012 W29,N(-0.11, 0.00088),NA
"prophet4",2012 W30,N(-0.12, 0.0014),NA
"prophet4",2012 W31,N(-0.12, 0.0018),NA
"prophet4",2012 W32,N(-0.14, 0.0015),NA
"prophet4",2012 W33,N(-0.14, 0.0026),NA
"prophet4",2012 W34,N(-0.17, 0.0012),NA
"prophet4",2012 W35,N(-0.19, 0.0015),NA
"prophet4",2012 W36,N(-0.2, 0.0014),NA
"prophet4",2012 W37,N(-0.21, 0.0012),NA
"prophet4",2012 W38,N(-0.21, 0.001),NA
"prophet4",2012 W39,N(-0.14, 0.0013),NA
"prophet4",2012 W40,N(-0.09, 0.0011),NA
"prophet4",2012 W41,N(0.0092, 0.0011),NA
"prophet4",2012 W42,N(0.014, 0.0013),NA
"prophet4",2012 W43,N(0.11, 0.0013),NA
"prophet4",2012 W44,N(0.2, 0.0015),NA
"prophet4",2012 W45,N(0.27, 0.00099),NA
"prophet4",2012 W46,N(0.27, 0.0012),NA
"prophet4",2012 W47,N(0.29, 0.001),NA
"prophet4",2012 W48,N(0.28, 0.0013),NA
"prophet4",2012 W49,N(0.23, 0.0022),NA
"prophet4",2012 W50,N(0.16, 0.00076),NA
"prophet4",2012 W51,N(0.13, 0.00097),NA
"prophet4",2012 W52,N(0.098, 0.001),NA
"prophet4",2013 W01,N(0.016, 0.0014),NA
"prophet4",2013 W02,N(-0.022, 0.0015),NA
"prophet4",2013 W03,N(-0.014, 0.0018),NA
"prophet4",2013 W04,N(-0.15, 7e-04),NA
"prophet4",2013 W05,N(-0.14, 0.0015),NA
"prophet4",2013 W06,N(-0.2, 0.0015),NA
"prophet4",2013 W07,N(-0.15, 0.0012),NA
"prophet4",2013 W08,N(-0.14, 0.00094),NA
"prophet4",2013 W09,N(-0.16, 0.0023),NA
"prophet4",2013 W10,N(-0.16, 0.0015),NA
"prophet4",2013 W11,N(-0.13, 0.0019),NA
"prophet4",2013 W12,N(-0.074, 0.0018),NA
"prophet4",2013 W13,N(-0.043, 0.0014),NA
"prophet4",2013 W14,N(-0.043, 0.0011),NA
"prophet4",2013 W15,N(0.019, 0.0015),NA
"prophet4",2013 W16,N(0.071, 0.0011),NA
"prophet4",2013 W17,N(0.082, 0.0023),NA
"prophet4",2013 W18,N(0.098, 0.00098),NA
"prophet4",2013 W19,N(0.14, 0.0017),NA
"prophet4",2013 W20,N(0.11, 0.0017),NA
"prophet4",2013 W21,N(0.072, 0.0011),NA
"prophet4",2013 W22,N(0.062, 0.0024),NA
"prophet4",2013 W23,N(-0.024, 0.0011),0.0114983900512222
"prophet4",2013 W24,N(-0.039, 0.0012),0.0028759825573691
"prophet4",2013 W25,N(-0.018, 0.0012),-0.0299757539734962
"prophet4",2013 W26,N(-0.073, 0.0012),-0.0675383028927222
"prophet4",2013 W27,N(-0.081, 0.0011),NA
"prophet4",2013 W28,N(-0.089, 0.0016),NA
"prophet4",2013 W29,N(-0.084, 0.00087),NA
"prophet4",2013 W30,N(-0.12, 0.00042),NA
"prophet4",2013 W31,N(-0.11, 0.0019),NA
"prophet4",2013 W32,N(-0.12, 0.0015),NA
"prophet4",2013 W33,N(-0.14, 0.0019),NA
"prophet4",2013 W34,N(-0.16, 0.0015),NA
"prophet4",2013 W35,N(-0.2, 0.00073),NA
"prophet4",2013 W36,N(-0.18, 0.0011),NA
"prophet4",2013 W37,N(-0.19, 0.0021),NA
"prophet4",2013 W38,N(-0.19, 0.0014),NA
"prophet4",2013 W39,N(-0.14, 0.00075),NA
"prophet4",2013 W40,N(-0.12, 0.002),NA
"prophet4",2013 W41,N(-0.057, 0.0015),NA
"prophet4",2013 W42,N(0.042, 0.0013),NA
"prophet4",2013 W43,N(0.1, 0.001),NA
"prophet4",2013 W44,N(0.15, 0.0018),NA
"prophet4",2013 W45,N(0.26, 0.00098),NA
"prophet4",2013 W46,N(0.24, 0.00087),NA
"prophet4",2013 W47,N(0.29, 0.002),NA
"prophet4",2013 W48,N(0.26, 0.00093),NA
"prophet4",2013 W49,N(0.22, 0.0016),NA
"prophet4",2013 W50,N(0.15, 0.0015),NA
"prophet4",2013 W51,N(0.1, 0.0015),NA
"prophet4",2013 W52,N(0.064, 9e-04),NA
"prophet4",2014 W01,N(0.011, 0.0013),NA
"prophet4",2014 W02,N(-0.014, 0.0012),NA
"prophet4",2014 W03,N(-0.094, 0.0019),NA
"prophet4",2014 W04,N(-0.079, 0.0017),NA
"prophet4",2014 W05,N(-0.15, 0.0016),NA
"prophet4",2014 W06,N(-0.1, 0.0011),NA
"prophet4",2014 W07,N(-0.12, 0.0018),NA
"prophet4",2014 W08,N(-0.14, 0.0024),NA
"prophet4",2014 W09,N(-0.13, 0.0011),NA
"prophet4",2014 W10,N(-0.14, 0.0015),NA
"prophet4",2014 W11,N(-0.023, 0.0022),NA
"prophet4",2014 W12,N(-0.043, 0.00067),NA
"prophet4",2014 W13,N(-0.069, 0.0016),NA
"prophet4",2014 W14,N(0.014, 0.0016),NA
"prophet4",2014 W15,N(0.08, 0.0019),NA
"prophet4",2014 W16,N(0.13, 0.00068),NA
