".model","date","value","real.value"
"arima3",2015 W22,N(0.17, 0.0026),NA
"arima3",2015 W23,N(0.14, 0.0026),0.0341200913328157
"arima3",2015 W24,N(0.21, 0.0026),0.142360158242779
"arima3",2015 W25,N(0.23, 0.0026),0.0624763143469044
"arima3",2015 W26,N(0.19, 0.0026),-0.0438288476855884
"arima3",2015 W27,N(0.18, 0.0026),NA
"arima3",2015 W28,N(0.12, 0.0026),NA
"arima3",2015 W29,N(0.044, 0.0026),NA
"arima3",2015 W30,N(0.008, 0.0026),NA
"arima3",2015 W31,N(0.15, 0.0026),NA
"arima3",2015 W32,N(-0.05, 0.0026),NA
"arima3",2015 W33,N(-0.035, 0.0026),NA
"arima3",2015 W34,N(0.045, 0.0026),NA
"arima3",2015 W35,N(-0.032, 0.0026),NA
"arima3",2015 W36,N(-0.013, 0.0026),NA
"arima3",2015 W37,N(0.03, 0.0026),NA
"arima3",2015 W38,N(0.013, 0.0026),NA
"arima3",2015 W39,N(0.12, 0.0026),NA
"arima3",2015 W40,N(0.1, 0.0026),NA
"arima3",2015 W41,N(0.067, 0.0026),NA
"arima3",2015 W42,N(0.072, 0.0026),NA
"arima3",2015 W43,N(0.13, 0.0026),NA
"arima3",2015 W44,N(0.038, 0.0026),NA
"arima3",2015 W45,N(0.013, 0.0026),NA
"arima3",2015 W46,N(-0.018, 0.0026),NA
"arima3",2015 W47,N(-0.046, 0.0026),NA
"arima3",2015 W48,N(-0.054, 0.0026),NA
"arima3",2015 W49,N(-0.078, 0.0026),NA
"arima3",2015 W50,N(-0.14, 0.0026),NA
"arima3",2015 W51,N(-0.21, 0.0026),NA
"arima3",2015 W52,N(-0.16, 0.0026),NA
"arima3",2015 W53,N(0.081, 0.0026),NA
"arima3",2016 W01,N(0.29, 0.0026),NA
"arima3",2016 W02,N(-0.11, 0.0026),NA
"arima3",2016 W03,N(-0.12, 0.0026),NA
"arima3",2016 W04,N(-0.1, 0.0026),NA
"arima3",2016 W05,N(-0.086, 0.0026),NA
"arima3",2016 W06,N(-0.084, 0.0026),NA
"arima3",2016 W07,N(-0.12, 0.0026),NA
"arima3",2016 W08,N(-0.23, 0.0026),NA
"arima3",2016 W09,N(-0.04, 0.0026),NA
"arima3",2016 W10,N(-0.012, 0.0026),NA
"arima3",2016 W11,N(0.038, 0.0026),NA
"arima3",2016 W12,N(-0.02, 0.0026),NA
"arima3",2016 W13,N(-0.035, 0.0026),NA
"arima3",2016 W14,N(-0.021, 0.0026),NA
"arima3",2016 W15,N(0.065, 0.0026),NA
"arima3",2016 W16,N(0.066, 0.0026),NA
"arima3",2016 W17,N(-0.033, 0.0026),NA
"arima3",2016 W18,N(0.14, 0.0026),NA
"arima3",2016 W19,N(0.13, 0.0026),NA
"arima3",2016 W20,N(0.22, 0.0026),NA
"arima3",2016 W21,N(0.13, 0.0026),NA
"arima3",2016 W22,N(0.15, 0.0026),0.110601460501556
"arima3",2016 W23,N(0.15, 0.0026),0.0805416887542367
"arima3",2016 W24,N(0.16, 0.0026),0.0620661517026953
"arima3",2016 W25,N(0.14, 0.0026),0.213051995563865
"arima3",2016 W26,N(0.15, 0.0026),NA
"combined",2011 W12,N(-0.063, 0.00036),-0.11450634352563
"combined",2011 W13,N(-0.055, 0.00073),-0.11676519944664
"combined",2011 W14,N(-0.073, 0.00057),-0.0978167990293501
"combined",2011 W15,N(-0.088, 0.00075),-0.113033684928783
"combined",2011 W16,N(-0.096, 0.00052),-0.109486016291831
"combined",2011 W17,N(-0.14, 0.00054),-0.125615096863847
"combined",2011 W18,N(-0.12, 0.00043),-0.152438043038422
"combined",2011 W19,N(-0.12, 0.00063),-0.163735465660975
"combined",2011 W20,N(-0.12, 0.00059),-0.197201423002226
"combined",2011 W21,N(-0.16, 0.00046),-0.184354255342094
"combined",2011 W22,N(-0.26, 0.00058),-0.174990798770666
"combined",2011 W23,N(-0.11, 0.00082),-0.174292248721289
"combined",2011 W24,N(-0.12, 5e-04),-0.167888407277145
"combined",2011 W25,N(-0.096, 0.00068),-0.130010029826204
"combined",2011 W26,N(-0.11, 0.00051),-0.141434263804351
"combined",2011 W27,N(-0.11, 0.00073),-0.145022258081709
"combined",2011 W28,N(-0.11, 0.00057),-0.137532097115153
"combined",2011 W29,N(-0.095, 0.00063),-0.130041936148597
"combined",2011 W30,N(-0.097, 0.00063),-0.122551775182041
"combined",2011 W31,N(-0.11, 0.00058),-0.115061614215485
"combined",2011 W32,N(-0.1, 5e-04),-0.146945794172505
"combined",2011 W33,N(-0.12, 8e-04),-0.187776595031356
"combined",2011 W34,N(-0.11, 5e-04),-0.163874002250173
"combined",2011 W35,N(-0.12, 0.00076),-0.139971409468989
"combined",2011 W36,N(-0.081, 0.00063),-0.0984268811569347
"combined",2011 W37,N(-0.067, 0.00044),-0.0911715866285345
"combined",2011 W38,N(-0.055, 0.00042),-0.0928726054277123
"combined",2011 W39,N(-0.02, 0.00058),-0.0945736242268902
"combined",2011 W40,N(-0.00054, 0.00047),-0.0801851030747345
"combined",2011 W41,N(0.0084, 0.00039),-0.0356359068276164
"combined",2011 W42,N(0.052, 5e-04),-0.00903662720471805
"combined",2011 W43,N(0.065, 5e-04),0.0175626524181803
"combined",2011 W44,N(0.094, 0.00061),0.0441619320410786
"combined",2011 W45,N(0.1, 0.00037),0.0484077899148713
"combined",2011 W46,N(0.13, 5e-04),0.077779427026895
"combined",2011 W47,N(0.12, 0.00059),0.146387129992399
"combined",2011 W48,N(0.15, 0.00058),0.142146611707068
"combined",2011 W49,N(0.15, 0.00066),0.148157088925338
"combined",2011 W50,N(0.16, 0.00064),0.154167566143609
"combined",2011 W51,N(0.15, 0.00046),0.160178043361879
"combined",2011 W52,N(0.17, 0.00061),0.198433529626297
"combined",2012 W01,N(0.2, 0.00049),0.164670458100358
"combined",2012 W02,N(0.19, 5e-04),0.141358924863588
"combined",2012 W03,N(0.17, 0.00067),0.137974611504928
"combined",2012 W04,N(0.17, 0.00055),0.1676276866438
"combined",2012 W05,N(0.15, 0.00046),0.196932324477683
"combined",2012 W06,N(0.18, 0.00045),0.169336891224519
"combined",2012 W07,N(0.17, 0.00062),0.126773209720993
"combined",2012 W08,N(0.15, 0.00059),0.161252154767267
"combined",2012 W09,N(0.14, 0.00054),0.152301423229334
"combined",2012 W10,N(0.13, 0.00064),0.158051330039479
"combined",2012 W11,N(0.097, 0.00069),0.136138451247509
"combined",2012 W12,N(0.11, 0.00075),0.132558671153566
"combined",2012 W13,N(0.086, 0.00049),0.11148846530359
"combined",2012 W14,N(0.077, 0.00067),0.152148524164104
"combined",2012 W15,N(0.042, 0.00065),0.108410179445525
"combined",2012 W16,N(0.042, 0.00055),0.134666896024872
"combined",2012 W17,N(0.022, 0.00055),0.103692734866583
"combined",2012 W18,N(0.04, 0.00057),0.14903633513416
"combined",2012 W19,N(0.0071, 0.00054),NA
"combined",2012 W20,N(0.0043, 0.00047),NA
"combined",2012 W21,N(0.015, 0.00054),NA
"combined",2012 W22,N(0.0033, 0.00057),0.0980314850880323
"combined",2012 W23,N(-0.028, 0.00055),0.00689790852078079
"combined",2012 W24,N(-0.019, 0.00049),0.0792915892155302
"combined",2012 W25,N(-0.023, 0.00051),-0.0138359932422922
"combined",2012 W26,N(-0.018, 0.00041),-0.04185234690706
"combined",2012 W27,N(-0.017, 0.00043),NA
"combined",2012 W28,N(-0.0064, 0.00052),NA
"combined",2012 W29,N(-0.027, 0.00046),NA
"combined",2012 W30,N(-0.027, 0.00047),NA
"combined",2012 W31,N(-0.032, 0.00063),NA
"combined",2012 W32,N(-0.044, 0.00046),NA
"combined",2012 W33,N(-0.019, 6e-04),NA
"combined",2012 W34,N(0.0033, 0.00052),NA
"combined",2012 W35,N(0.0076, 0.00045),NA
"combined",2012 W36,N(-0.015, 7e-04),NA
"combined",2012 W37,N(0.025, 0.00073),NA
"combined",2012 W38,N(0.054, 0.00042),NA
"combined",2012 W39,N(0.082, 0.00053),NA
"combined",2012 W40,N(0.083, 0.00042),NA
"combined",2012 W41,N(0.14, 0.00049),NA
"combined",2012 W42,N(0.13, 0.00061),NA
"combined",2012 W43,N(0.19, 0.00051),NA
"combined",2012 W44,N(0.18, 0.00072),NA
"combined",2012 W45,N(0.23, 0.00047),NA
"combined",2012 W46,N(0.25, 5e-04),NA
"combined",2012 W47,N(0.25, 0.00057),NA
"combined",2012 W48,N(0.26, 0.00048),NA
"combined",2012 W49,N(0.27, 0.00053),NA
"combined",2012 W50,N(0.27, 0.00047),NA
"combined",2012 W51,N(0.29, 4e-04),NA
"combined",2012 W52,N(0.25, 0.00059),NA
"combined",2013 W01,N(0.29, 0.00045),NA
"combined",2013 W02,N(0.29, 0.00051),NA
"combined",2013 W03,N(0.28, 0.00065),NA
"combined",2013 W04,N(0.24, 0.00054),NA
"combined",2013 W05,N(0.26, 0.00053),NA
"combined",2013 W06,N(0.22, 5e-04),NA
"combined",2013 W07,N(0.23, 0.00054),NA
"combined",2013 W08,N(0.21, 5e-04),NA
"combined",2013 W09,N(0.18, 0.00057),NA
"combined",2013 W10,N(0.18, 0.00067),NA
"combined",2013 W11,N(0.16, 0.00069),NA
"combined",2013 W12,N(0.12, 0.00058),NA
"combined",2013 W13,N(0.08, 0.00045),NA
"combined",2013 W14,N(0.13, 0.00039),NA
"combined",2013 W15,N(0.077, 0.00038),NA
"combined",2013 W16,N(0.054, 4e-04),NA
"combined",2013 W17,N(0.015, 0.00048),NA
"combined",2013 W18,N(0.017, 0.00045),NA
"combined",2013 W19,N(-0.0042, 0.00059),NA
"combined",2013 W20,N(-0.016, 0.00043),NA
"combined",2013 W21,N(-0.027, 0.00052),NA
"combined",2013 W22,N(-0.023, 0.00056),NA
"combined",2013 W23,N(0.0016, 0.00055),0.0533380555790614
"combined",2013 W24,N(0.0018, 0.00066),0.0999414846476975
"combined",2013 W25,N(0.022, 0.00039),0.000891457146648572
"combined",2013 W26,N(0.041, 0.00064),-0.0588938197115532
"combined",2013 W27,N(0.023, 0.00038),NA
"combined",2013 W28,N(0.0054, 0.00048),NA
"combined",2013 W29,N(0.058, 0.00052),NA
"combined",2013 W30,N(0.011, 0.00038),NA
"combined",2013 W31,N(0.015, 0.00051),NA
"combined",2013 W32,N(0.021, 0.00069),NA
"combined",2013 W33,N(0.058, 0.00061),NA
"combined",2013 W34,N(0.0062, 0.00072),NA
"combined",2013 W35,N(0.047, 0.00034),NA
"combined",2013 W36,N(0.056, 0.00052),NA
"combined",2013 W37,N(0.085, 6e-04),NA
"combined",2013 W38,N(0.089, 0.00074),NA
"combined",2013 W39,N(0.11, 0.00065),NA
"combined",2013 W40,N(0.11, 0.00078),NA
"combined",2013 W41,N(0.13, 8e-04),NA
"combined",2013 W42,N(0.19, 0.00044),NA
"combined",2013 W43,N(0.21, 0.00041),NA
"combined",2013 W44,N(0.23, 0.00089),NA
"combined",2013 W45,N(0.24, 0.00058),NA
"combined",2013 W46,N(0.25, 0.00048),NA
"combined",2013 W47,N(0.25, 0.00066),NA
"combined",2013 W48,N(0.26, 0.00056),NA
"combined",2013 W49,N(0.28, 0.00055),NA
"combined",2013 W50,N(0.3, 0.00062),NA
"combined",2013 W51,N(0.29, 0.00059),NA
"combined",2013 W52,N(0.31, 0.00066),NA
"combined",2014 W01,N(0.3, 0.00041),NA
"combined",2014 W02,N(0.31, 0.00042),NA
"combined",2014 W03,N(0.28, 0.00052),NA
"combined",2014 W04,N(0.31, 0.00051),NA
"combined",2014 W05,N(0.23, 0.00054),NA
"combined",2014 W06,N(0.24, 0.00038),NA
"combined",2014 W07,N(0.23, 0.00069),NA
"combined",2014 W08,N(0.23, 0.00061),NA
"combined",2014 W09,N(0.21, 0.00061),NA
"combined",2014 W10,N(0.19, 0.00047),NA
"combined",2014 W11,N(0.11, 0.00063),NA
"combined",2014 W12,N(0.079, 0.00045),NA
"combined",2014 W13,N(0.062, 0.00056),NA
"combined",2014 W14,N(0.057, 0.00073),NA
"combined",2014 W15,N(0.043, 5e-04),NA
"combined",2014 W16,N(0.039, 0.00049),NA
"combined",2014 W17,N(0.016, 6e-04),NA
"combined",2014 W18,N(0.017, 0.00055),NA
"combined",2014 W19,N(0.0094, 0.00053),NA
"combined",2014 W20,N(-0.0037, 0.00057),NA
"combined",2014 W21,N(-0.015, 0.00065),NA
"combined",2014 W22,N(-0.00081, 0.00068),NA
"combined",2014 W23,N(0.00039, 5e-04),0.111840458091523
"combined",2014 W24,N(0.027, 0.00053),-0.0818136525938185
"combined",2014 W25,N(0.029, 6e-04),0.00480888199274252
"combined",2014 W26,N(0.023, 0.00038),0.0370648506553558
"combined",2014 W27,N(0.027, 0.00046),NA
"combined",2014 W28,N(0.0078, 0.00039),NA
"combined",2014 W29,N(0.022, 0.00055),NA
"combined",2014 W30,N(-0.00069, 0.00044),NA
"combined",2014 W31,N(0.0098, 0.00046),NA
"combined",2014 W32,N(0.018, 0.00056),NA
"combined",2014 W33,N(0.012, 0.00083),NA
"combined",2014 W34,N(-0.01, 6e-04),NA
"combined",2014 W35,N(0.019, 0.00063),NA
"combined",2014 W36,N(-0.02, 0.00055),NA
"combined",2014 W37,N(0.056, 0.00055),NA
"combined",2014 W38,N(0.04, 0.00086),NA
"combined",2014 W39,N(0.087, 0.00085),NA
"combined",2014 W40,N(0.097, 0.00037),NA
"combined",2014 W41,N(0.14, 0.00041),NA
"combined",2014 W42,N(0.14, 0.00064),NA
"combined",2014 W43,N(0.19, 4e-04),NA
"combined",2014 W44,N(0.21, 0.00064),NA
"combined",2014 W45,N(0.21, 0.00061),NA
"combined",2014 W46,N(0.14, 0.00045),NA
"combined",2014 W47,N(0.24, 0.00056),NA
"combined",2014 W48,N(0.26, 0.00046),NA
"combined",2014 W49,N(0.25, 0.00045),NA
"combined",2014 W50,N(0.27, 0.00079),NA
"combined",2014 W51,N(0.27, 0.00056),NA
"combined",2014 W52,N(0.29, 0.00061),NA
"combined",2015 W01,N(0.3, 6e-04),NA
"combined",2015 W02,N(0.29, 0.00061),NA
"combined",2015 W03,N(0.29, 0.00057),NA
"combined",2015 W04,N(0.29, 0.00054),NA
"combined",2015 W05,N(0.25, 9e-04),NA
"combined",2015 W06,N(0.23, 0.00048),NA
"combined",2015 W07,N(0.2, 0.00076),NA
"combined",2015 W08,N(0.22, 0.00042),NA
"combined",2015 W09,N(0.2, 6e-04),NA
"combined",2015 W10,N(0.2, 0.00043),NA
"combined",2015 W11,N(0.18, 0.00053),NA
"combined",2015 W12,N(0.17, 0.00053),NA
"combined",2015 W13,N(0.19, 0.00062),NA
"combined",2015 W14,N(0.1, 0.00042),NA
"combined",2015 W15,N(0.11, 0.00046),NA
"combined",2015 W16,N(0.05, 0.00053),NA
"combined",2015 W17,N(0.066, 0.00058),NA
"combined",2015 W18,N(0.0065, 0.00074),NA
"combined",2015 W19,N(0.029, 0.00053),NA
"combined",2015 W20,N(0.027, 5e-04),NA
"combined",2015 W21,N(-0.0025, 0.00043),NA
"combined",2015 W22,N(0.011, 0.00052),NA
"combined",2015 W23,N(-0.0073, 0.00039),0.057825935490615
"combined",2015 W24,N(0.023, 6e-04),-0.0163293633461
"combined",2015 W25,N(0.014, 0.00067),0.0487238897198315
"combined",2015 W26,N(0.023, 0.00074),-0.0349668864818447
"combined",2015 W27,N(0.022, 0.00063),NA
"combined",2015 W28,N(0.042, 0.00065),NA
"combined",2015 W29,N(0.039, 0.00052),NA
"combined",2015 W30,N(0.037, 0.00054),NA
"combined",2015 W31,N(0.029, 0.00059),NA
"combined",2015 W32,N(0.021, 4e-04),NA
"combined",2015 W33,N(0.04, 0.00068),NA
"combined",2015 W34,N(0.024, 0.00071),NA
"combined",2015 W35,N(0.038, 0.00054),NA
"combined",2015 W36,N(0.065, 0.00051),NA
"combined",2015 W37,N(0.076, 0.00058),NA
"combined",2015 W38,N(0.085, 0.00058),NA
"combined",2015 W39,N(0.086, 0.00039),NA
"combined",2015 W40,N(0.13, 0.00043),NA
"combined",2015 W41,N(0.13, 0.00051),NA
"combined",2015 W42,N(0.17, 0.00059),NA
"combined",2015 W43,N(0.18, 0.00043),NA
"combined",2015 W44,N(0.21, 0.00059),NA
"combined",2015 W45,N(0.23, 0.00063),NA
"combined",2015 W46,N(0.25, 0.00043),NA
"combined",2015 W47,N(0.24, 0.00049),NA
"combined",2015 W48,N(0.25, 0.00068),NA
"combined",2015 W49,N(0.27, 0.00061),NA
"combined",2015 W50,N(0.28, 0.00079),NA
"combined",2015 W51,N(0.29, 0.00035),NA
"combined",2015 W52,N(0.27, 0.00054),NA
"combined",2015 W53,N(0.3, 0.00051),NA
"combined",2016 W01,N(0.38, 0.00054),NA
"combined",2016 W02,N(0.26, 0.00048),NA
"combined",2016 W03,N(0.24, 0.00065),NA
"combined",2016 W04,N(0.25, 0.00061),NA
"combined",2016 W05,N(0.25, 0.00062),NA
"combined",2016 W06,N(0.2, 0.00048),NA
"combined",2016 W07,N(0.2, 0.00059),NA
"combined",2016 W08,N(0.27, 0.00068),NA
"combined",2016 W09,N(0.19, 0.00063),NA
"combined",2016 W10,N(0.16, 0.00069),NA
"combined",2016 W11,N(0.12, 0.00057),NA
"combined",2016 W12,N(0.15, 0.00061),NA
"combined",2016 W13,N(0.054, 5e-04),NA
"combined",2016 W14,N(0.074, 6e-04),NA
"combined",2016 W15,N(0.058, 0.00035),NA
"combined",2016 W16,N(-0.0025, 6e-04),NA
"combined",2016 W17,N(0.031, 0.00053),NA
"combined",2016 W18,N(0.019, 0.00057),NA
"combined",2016 W19,N(0.019, 0.00055),NA
"combined",2016 W20,N(0.0073, 0.00056),NA
"combined",2016 W21,N(0.0034, 5e-04),NA
"combined",2016 W22,N(-0.0094, 0.00048),-0.0275254064671869
"combined",2016 W23,N(0.021, 0.00058),-0.0515184124235042
"combined",2016 W24,N(0.021, 0.00044),-0.0235607892460664
"combined",2016 W25,N(0.033, 5e-04),0.0566105750016641
"combined",2016 W26,N(0.032, 0.00048),NA
"combined",2011 W12,N(0.0032, 0.0021),0.13479193608018
"combined",2011 W13,N(0.11, 0.0031),0.199968777763992
"combined",2011 W14,N(0.073, 0.0033),0.284994045264761
"combined",2011 W15,N(0.097, 0.0031),0.177615440664988
"combined",2011 W16,N(0.076, 0.0031),0.0518107008967481
"combined",2011 W17,N(0.066, 0.0032),0.107060704435924
"combined",2011 W18,N(0.07, 0.0035),-0.128702430530976
"combined",2011 W19,N(-0.016, 0.0031),-0.0549680690853765
"combined",2011 W20,N(-0.023, 0.0029),-0.185244597498214
"combined",2011 W21,N(-0.18, 0.0023),-0.0925283112280272
"combined",2011 W22,N(-0.21, 0.0025),-0.178880190733832
"combined",2011 W23,N(-0.15, 0.0026),-0.1496633773392
"combined",2011 W24,N(-0.15, 0.0031),-0.12720067315675
"combined",2011 W25,N(-0.2, 0.003),-0.123256358374805
"combined",2011 W26,N(-0.077, 0.0028),-0.188444055239293
"combined",2011 W27,N(0.06, 0.0029),-0.188046628255081
"combined",2011 W28,N(0.13, 0.0026),-0.0140437195962544
"combined",2011 W29,N(0.19, 0.0025),0.159959189062572
"combined",2011 W30,N(0.23, 0.0026),0.333962097721398
"combined",2011 W31,N(0.18, 0.0029),0.507965006380224
"combined",2011 W32,N(0.21, 0.0029),0.300497171837955
"combined",2011 W33,N(0.17, 0.0036),0.0606904015706302
"combined",2011 W34,N(0.14, 0.0028),0.0592026679944493
"combined",2011 W35,N(0.12, 0.0039),0.0577149344182684
"combined",2011 W36,N(-0.03, 0.0028),-0.0765491189244294
"combined",2011 W37,N(-0.12, 0.0021),-0.0516863568033748
"combined",2011 W38,N(-0.16, 0.0035),-0.097111795486325
"combined",2011 W39,N(-0.17, 0.0025),-0.142537234169275
"combined",2011 W40,N(-0.17, 0.0034),-0.164211410849187
"combined",2011 W41,N(-0.14, 0.0027),0.0514130833016015
"combined",2011 W42,N(-0.045, 0.0027),0.0454092157908553
"combined",2011 W43,N(0.036, 0.0026),0.0394053482801091
"combined",2011 W44,N(0.1, 0.0026),0.0334014807693629
"combined",2011 W45,N(0.083, 0.0031),-0.105363104237315
"combined",2011 W46,N(0.09, 0.0024),0.130685512031969
"combined",2011 W47,N(0.14, 0.0037),0.0307004486667264
"combined",2011 W48,N(0.086, 0.0027),0.0355753986888161
"combined",2011 W49,N(0.013, 0.0032),0.0580414089129498
"combined",2011 W50,N(-0.013, 0.003),0.0805074191370835
"combined",2011 W51,N(-0.037, 0.0028),0.102973429361217
"combined",2011 W52,N(-0.027, 0.0026),-0.0525829320302669
"combined",2012 W01,N(-0.043, 0.0026),0.00311622889938658
"combined",2012 W02,N(-0.012, 0.003),0.107085066839333
"combined",2012 W03,N(0.012, 0.0027),0.0917918033031702
"combined",2012 W04,N(-0.056, 0.0027),-0.00598176579139578
"combined",2012 W05,N(-0.04, 0.0025),-0.0874090337892823
"combined",2012 W06,N(-0.08, 0.0027),-0.0249415608428853
"combined",2012 W07,N(-0.098, 0.0033),-0.0999947305743816
"combined",2012 W08,N(-0.12, 0.0028),-0.174910573913174
"combined",2012 W09,N(-0.17, 0.0029),-0.0404702343230908
"combined",2012 W10,N(-0.091, 0.0035),-0.0841593386341714
"combined",2012 W11,N(-0.051, 0.0028),-0.0733247379130327
"combined",2012 W12,N(-0.0037, 0.0033),-0.0579119297796719
"combined",2012 W13,N(-0.0023, 0.0026),-0.0226075926545339
"combined",2012 W14,N(0.036, 0.0029),-0.00945324380141938
"combined",2012 W15,N(0.12, 0.0022),-0.00503453350860931
"combined",2012 W16,N(0.02, 0.0042),0.10596953058048
"combined",2012 W17,N(0.079, 0.0028),0.00806289654772629
"combined",2012 W18,N(0.023, 0.0032),0.11657636011348
"combined",2012 W19,N(0.01, 0.0031),NA
"combined",2012 W20,N(-0.073, 0.0027),NA
"combined",2012 W21,N(-0.13, 0.0034),NA
"combined",2012 W22,N(-0.16, 0.0029),0.0498549170669071
"combined",2012 W23,N(-0.21, 0.0029),0.0147760044610756
"combined",2012 W24,N(-0.21, 0.0028),0.0136062322485082
"combined",2012 W25,N(-0.15, 0.0029),0.0319629510615201
"combined",2012 W26,N(-0.12, 0.0027),0.0233368385192229
"combined",2012 W27,N(-0.033, 0.0029),NA
"combined",2012 W28,N(0.02, 0.0034),NA
"combined",2012 W29,N(0.15, 0.0027),NA
"combined",2012 W30,N(0.25, 0.0029),NA
"combined",2012 W31,N(0.27, 0.0036),NA
"combined",2012 W32,N(0.27, 0.0031),NA
"combined",2012 W33,N(0.22, 0.0033),NA
"combined",2012 W34,N(0.18, 0.0027),NA
"combined",2012 W35,N(0.1, 0.0032),NA
"combined",2012 W36,N(0.027, 0.0027),NA
"combined",2012 W37,N(-0.0082, 0.0026),NA
"combined",2012 W38,N(-0.042, 0.0025),NA
"combined",2012 W39,N(-0.039, 0.0028),NA
"combined",2012 W40,N(-0.029, 0.0026),NA
"combined",2012 W41,N(0.0032, 0.0026),NA
"combined",2012 W42,N(0.024, 0.0032),NA
"combined",2012 W43,N(0.073, 0.003),NA
"combined",2012 W44,N(0.19, 0.0031),NA
"combined",2012 W45,N(0.12, 0.0025),NA
"combined",2012 W46,N(0.022, 0.0025),NA
"combined",2012 W47,N(0.12, 0.0035),NA
"combined",2012 W48,N(0.078, 0.0028),NA
"combined",2012 W49,N(0.066, 0.0034),NA
"combined",2012 W50,N(-0.019, 0.0024),NA
"combined",2012 W51,N(0.012, 0.0028),NA
"combined",2012 W52,N(-0.055, 0.0025),NA
"combined",2013 W01,N(-0.048, 0.0029),NA
"combined",2013 W02,N(-0.034, 0.0026),NA
"combined",2013 W03,N(-0.016, 0.0028),NA
"combined",2013 W04,N(-0.036, 0.0025),NA
"combined",2013 W05,N(-0.022, 0.0036),NA
"combined",2013 W06,N(-0.12, 0.0028),NA
"combined",2013 W07,N(-0.05, 0.0025),NA
"combined",2013 W08,N(-0.07, 0.0025),NA
"combined",2013 W09,N(-0.093, 0.0034),NA
"combined",2013 W10,N(-0.056, 0.0031),NA
"combined",2013 W11,N(-0.03, 0.0041),NA
"combined",2013 W12,N(-0.018, 0.0032),NA
"combined",2013 W13,N(0.0059, 0.0032),NA
"combined",2013 W14,N(0.025, 0.0026),NA
"combined",2013 W15,N(0.1, 0.0027),NA
"combined",2013 W16,N(0.066, 0.0027),NA
"combined",2013 W17,N(0.052, 0.0032),NA
"combined",2013 W18,N(0.047, 0.0025),NA
"combined",2013 W19,N(0.09, 0.0031),NA
"combined",2013 W20,N(-0.054, 0.003),NA
"combined",2013 W21,N(-0.1, 0.0028),NA
"combined",2013 W22,N(-0.16, 0.0042),NA
"combined",2013 W23,N(-0.23, 0.0029),0.0280600275315491
"combined",2013 W24,N(-0.19, 0.0026),0.0284524317978082
"combined",2013 W25,N(-0.13, 0.0028),0.0123825948191979
"combined",2013 W26,N(-0.043, 0.0029),0.00424268356031563
"combined",2013 W27,N(0.028, 0.0033),NA
"combined",2013 W28,N(0.055, 0.0029),NA
"combined",2013 W29,N(0.14, 0.0025),NA
"combined",2013 W30,N(0.26, 0.0029),NA
"combined",2013 W31,N(0.27, 0.0031),NA
"combined",2013 W32,N(0.31, 0.0031),NA
"combined",2013 W33,N(0.14, 0.0031),NA
"combined",2013 W34,N(0.14, 0.003),NA
"combined",2013 W35,N(0.077, 0.0023),NA
"combined",2013 W36,N(0.027, 0.0024),NA
"combined",2013 W37,N(-0.0082, 0.0033),NA
"combined",2013 W38,N(-0.016, 0.0027),NA
"combined",2013 W39,N(-0.026, 0.0022),NA
"combined",2013 W40,N(0.031, 0.0031),NA
"combined",2013 W41,N(0.086, 0.0029),NA
"combined",2013 W42,N(0.12, 0.0025),NA
"combined",2013 W43,N(0.17, 0.0027),NA
"combined",2013 W44,N(0.17, 0.0029),NA
"combined",2013 W45,N(0.14, 0.0026),NA
"combined",2013 W46,N(0.19, 0.0027),NA
"combined",2013 W47,N(0.13, 0.0033),NA
"combined",2013 W48,N(0.058, 0.0025),NA
"combined",2013 W49,N(0.069, 0.0029),NA
"combined",2013 W50,N(-0.096, 0.0028),NA
"combined",2013 W51,N(0.0023, 0.0027),NA
"combined",2013 W52,N(0.0096, 0.0027),NA
"combined",2014 W01,N(0.034, 0.0028),NA
"combined",2014 W02,N(0.0072, 0.0029),NA
"combined",2014 W03,N(-0.013, 0.003),NA
"combined",2014 W04,N(0.014, 0.0032),NA
"combined",2014 W05,N(0.031, 0.0033),NA
"combined",2014 W06,N(0.086, 0.0024),NA
"combined",2014 W07,N(-0.012, 0.0031),NA
"combined",2014 W08,N(0.044, 0.0037),NA
"combined",2014 W09,N(0.0015, 0.003),NA
"combined",2014 W10,N(0.0052, 0.0027),NA
"combined",2014 W11,N(0.026, 0.0033),NA
"combined",2014 W12,N(0.069, 0.0024),NA
"combined",2014 W13,N(0.11, 0.0028),NA
"combined",2014 W14,N(0.14, 0.0032),NA
"combined",2014 W15,N(0.14, 0.0029),NA
"combined",2014 W16,N(0.24, 0.0022),NA
"combined",2014 W17,N(0.15, 0.004),NA
"combined",2014 W18,N(0.048, 0.003),NA
"combined",2014 W19,N(0.04, 0.0028),NA
"combined",2014 W20,N(-0.031, 0.0031),NA
"combined",2014 W21,N(-0.1, 0.0028),NA
"combined",2014 W22,N(-0.16, 0.0026),NA
"combined",2014 W23,N(-0.2, 0.0025),0.0380274207262
"combined",2014 W24,N(-0.17, 0.0026),-0.00631651714693984
"combined",2014 W25,N(-0.14, 0.0026),0.0364169865356848
"combined",2014 W26,N(-0.045, 0.0027),0.0394410825374344
"combined",2014 W27,N(0.024, 0.0021),NA
"combined",2014 W28,N(0.078, 0.0023),NA
"combined",2014 W29,N(0.18, 0.0028),NA
"combined",2014 W30,N(0.23, 0.0032),NA
"combined",2014 W31,N(0.28, 0.0032),NA
"combined",2014 W32,N(0.27, 0.0028),NA
